loan_id,customer_id,account_id,amount,status,type,date,branch,remarks,flag
LO312,C1311,A2311,26506.06,INACTIVE,CURRENT,2022-09-18,B8,OK,N
LO313,C1312,A2312,46326.27,ACTIVE,SAVINGS,2020-12-21,B2,OK,Y
LO314,C1313,A2313,49948.52,INACTIVE,SAVINGS,2022-05-05,B16,OK,Y
LO315,C1314,A2314,40866.82,ACTIVE,CURRENT,2023-03-29,B12,OK,Y
LO316,C1315,A2315,27011.55,INACTIVE,SAVINGS,2021-08-02,B10,OK,Y
LO317,C1316,A2316,49985.47,INACTIVE,SAVINGS,2024-04-06,B20,OK,Y
LO318,C1317,A2317,11628.76,ACTIVE,LOAN,2023-09-14,B18,OK,N
LO319,C1318,A2318,9028.31,INACTIVE,CURRENT,2023-01-30,B3,OK,Y
LO320,C1319,A2319,6182.44,PENDING,SAVINGS,2021-10-18,B5,OK,Y
LO321,C1320,A2320,,PENDING,SAVINGS,2021-02-05,B6,OK,Y
LO322,C1321,A2321,41202.21,PENDING,SAVINGS,2022-12-29,B8,OK,Y
LO323,C1322,A2322,35910.29,PENDING,CURRENT,2025-02-05,B17,OK,N
LO324,C1323,A2323,11689.15,PENDING,LOAN,2020-11-01,B13,OK,Y
LO325,C1324,A2324,46148.24,ACTIVE,CURRENT,2022-02-25,B17,OK,Y
LO326,C1325,A2325,48376.04,PENDING,SAVINGS,2023-03-11,B17,,Y
LO327,C1326,A2326,27103.18,PENDING,SAVINGS,2022-09-18,B8,OK,N
LO328,C1327,A2327,3306.46,INACTIVE,SAVINGS,2022-10-13,B5,OK,N
LO329,C1328,A2328,7195.31,PENDING,CURRENT,2024-09-06,B13,OK,Y
LO330,C1329,A2329,46628.41,ACTIVE,SAVINGS,2024-12-10,B7,OK,Y
LO331,C1330,A2330,13381.13,INACTIVE,CURRENT,2020-03-28,B2,OK,N
LO332,C1331,A2331,22277.08,PENDING,SAVINGS,2024-05-07,B14,OK,Y
LO333,C1332,A2332,43256.92,ACTIVE,LOAN,2020-02-07,B1,OK,N
LO334,C1333,A2333,37417.87,ACTIVE,SAVINGS,2024-01-09,B7,OK,N
LO335,C1334,A2334,28665.86,PENDING,SAVINGS,2022-10-24,B7,OK,N
LO336,C1335,A2335,18633.75,PENDING,SAVINGS,2024-07-09,B13,OK,Y
LO337,C1336,A2336,43772.72,PENDING,CURRENT,2021-08-28,B1,OK,N
LO338,C1337,A2337,5963.31,ACTIVE,CURRENT,2020-09-10,B12,OK,Y
LO339,C1338,A2338,32886.65,PENDING,SAVINGS,2023-06-04,B1,OK,N
LO340,C1339,A2339,18826.69,ACTIVE,SAVINGS,2023-07-24,B18,OK,Y
LO341,C1340,A2340,49246.48,INACTIVE,CURRENT,2023-05-23,B13,OK,Y
LO342,C1341,A2341,4957.28,PENDING,CURRENT,2023-06-06,B8,OK,N
LO343,C1342,A2342,30267.89,ACTIVE,CURRENT,2025-03-30,B15,OK,Y
LO344,C1343,A2343,48693.67,PENDING,SAVINGS,2021-01-28,B14,OK,Y
LO345,C1344,A2344,21920.49,ACTIVE,SAVINGS,2023-09-16,B5,OK,Y
LO346,C1345,A2345,21657.62,ACTIVE,LOAN,2022-03-11,B17,OK,Y
LO347,C1346,A2346,16023.03,PENDING,LOAN,2022-02-26,B10,OK,Y
LO348,C1347,A2347,21021.69,ACTIVE,CURRENT,2021-05-29,B13,OK,N
LO349,C1348,A2348,14690.63,INACTIVE,LOAN,2020-10-16,B2,OK,Y
LO350,C1349,A2349,2886.48,INACTIVE,CURRENT,2022-05-16,B2,OK,N
LO351,C1350,A2350,44503.72,PENDING,CURRENT,2021-06-04,B7,,N
LO352,C1351,A2351,8384.09,ACTIVE,LOAN,2024-10-26,B12,OK,N
LO353,C1352,A2352,37928.1,ACTIVE,LOAN,2022-08-20,B20,OK,N
LO354,C1353,A2353,16351.79,PENDING,LOAN,2025-05-21,B8,OK,Y
LO355,C1354,A2354,3877.82,PENDING,SAVINGS,2023-03-18,B7,OK,N
LO356,C1355,A2355,10740.32,PENDING,LOAN,2021-02-04,B2,OK,Y
LO357,C1356,A2356,15393.74,ACTIVE,LOAN,2020-01-07,B17,OK,Y
LO358,C1357,A2357,37617.72,ACTIVE,CURRENT,2020-11-18,B2,OK,Y
LO359,C1358,A2358,32640.24,ACTIVE,SAVINGS,2021-02-07,B18,OK,Y
LO360,C1359,A2359,22625.47,INACTIVE,SAVINGS,2023-08-20,B5,OK,N
LO361,C1360,A2360,,ACTIVE,LOAN,2023-01-30,B12,OK,N
LO362,C1361,A2361,48467.55,INACTIVE,LOAN,2020-01-18,B8,OK,N
LO363,C1362,A2362,28568.22,ACTIVE,LOAN,2022-08-21,B9,OK,Y
LO364,C1363,A2363,46414.33,INACTIVE,LOAN,2021-08-20,B4,OK,Y
LO365,C1364,A2364,39563.76,PENDING,LOAN,2022-03-31,B18,OK,N
LO366,C1365,A2365,29730.25,PENDING,LOAN,2024-11-18,B4,OK,Y
LO367,C1366,A2366,36020.47,INACTIVE,LOAN,2025-05-22,B12,OK,Y
LO368,C1367,A2367,38725.34,INACTIVE,SAVINGS,2022-02-26,B3,OK,N
LO369,C1368,A2368,42691.42,ACTIVE,SAVINGS,2023-10-30,B2,OK,Y
LO370,C1369,A2369,46191.81,INACTIVE,SAVINGS,2025-01-31,B5,OK,Y
LO371,C1370,A2370,28368.61,INACTIVE,LOAN,2021-04-28,B20,OK,Y
LO372,C1371,A2371,18118.34,ACTIVE,SAVINGS,2020-12-26,B4,OK,Y
LO373,C1372,A2372,30969.95,PENDING,SAVINGS,2020-04-06,B10,OK,Y
LO374,C1373,A2373,27343.29,PENDING,LOAN,2020-12-22,B15,OK,Y
LO375,C1374,A2374,21565.89,ACTIVE,SAVINGS,2020-06-12,B2,OK,Y
LO376,C1375,A2375,16808.73,PENDING,CURRENT,2024-05-22,B9,,N
LO377,C1376,A2376,27776.74,ACTIVE,LOAN,2024-06-08,B18,OK,Y
LO378,C1377,A2377,11169.88,PENDING,CURRENT,2022-09-09,B1,OK,N
LO379,C1378,A2378,38798.54,PENDING,CURRENT,2022-06-16,B7,OK,N
LO380,C1379,A2379,40958.09,ACTIVE,SAVINGS,2020-05-15,B11,OK,Y
LO381,C1380,A2380,24963.02,ACTIVE,SAVINGS,2021-12-03,B1,OK,N
LO382,C1381,A2381,31248.15,ACTIVE,SAVINGS,2021-02-15,B20,OK,N
LO383,C1382,A2382,10520.14,INACTIVE,SAVINGS,2024-04-04,B14,OK,N
LO384,C1383,A2383,34745.07,INACTIVE,CURRENT,2022-02-03,B10,OK,N
LO385,C1384,A2384,9757.23,INACTIVE,SAVINGS,2021-12-27,B20,OK,Y
LO386,C1385,A2385,36757.55,ACTIVE,CURRENT,2024-07-28,B6,OK,N
LO387,C1386,A2386,28350.03,ACTIVE,LOAN,2022-08-10,B7,OK,N
LO388,C1387,A2387,33978.89,PENDING,LOAN,2022-10-04,B11,OK,Y
LO389,C1388,A2388,49018.22,INACTIVE,SAVINGS,2023-09-03,B1,OK,N
LO390,C1389,A2389,37771.88,INACTIVE,LOAN,2025-04-08,B12,OK,Y
LO391,C1390,A2390,45294.74,PENDING,LOAN,2020-08-27,B3,OK,Y
LO392,C1391,A2391,38147.17,ACTIVE,SAVINGS,2022-01-09,B2,OK,Y
LO393,C1392,A2392,48061.15,INACTIVE,CURRENT,2024-05-17,B18,OK,N
LO394,C1393,A2393,21891.8,PENDING,SAVINGS,2025-02-17,B18,OK,N
LO395,C1394,A2394,37667.48,INACTIVE,LOAN,2023-03-20,B13,OK,Y
LO396,C1395,A2395,17878.65,PENDING,SAVINGS,2021-12-17,B15,OK,N
LO397,C1396,A2396,5806.74,INACTIVE,LOAN,2022-09-12,B14,OK,N
LO398,C1397,A2397,7203.31,INACTIVE,LOAN,2024-03-09,B7,OK,N
LO399,C1398,A2398,7036.35,INACTIVE,SAVINGS,2020-12-11,B17,OK,Y
LO400,C1399,A2399,3864.61,PENDING,LOAN,2025-02-17,B7,OK,Y
LO401,C1400,A2400,,PENDING,CURRENT,2024-06-01,B11,,N
LO402,C1401,A2401,41299.45,INACTIVE,SAVINGS,2023-05-13,B11,OK,Y
LO403,C1402,A2402,42175.78,INACTIVE,SAVINGS,2020-02-20,B2,OK,Y
LO404,C1403,A2403,33651.34,INACTIVE,SAVINGS,2023-06-30,B11,OK,N
LO405,C1404,A2404,30256.02,ACTIVE,SAVINGS,2021-08-13,B9,OK,Y
LO406,C1405,A2405,30664.34,INACTIVE,CURRENT,2023-08-12,B11,OK,Y
LO407,C1406,A2406,28351.77,INACTIVE,SAVINGS,2021-07-31,B14,OK,Y
LO408,C1407,A2407,27015.0,PENDING,SAVINGS,2020-10-09,B4,OK,N
LO409,C1408,A2408,38040.38,INACTIVE,SAVINGS,2020-08-01,B12,OK,N
LO410,C1409,A2409,36442.69,INACTIVE,CURRENT,2022-02-28,B2,OK,N
LO411,C1410,A2410,389.8,ACTIVE,SAVINGS,2022-03-05,B8,OK,N
LO412,C1411,A2411,23915.49,PENDING,CURRENT,2022-03-20,B15,OK,N
LO413,C1412,A2412,21815.0,ACTIVE,LOAN,2024-12-12,B10,OK,N
LO414,C1413,A2413,14605.89,ACTIVE,SAVINGS,2023-10-11,B3,OK,Y
LO415,C1414,A2414,48749.53,PENDING,LOAN,2024-09-24,B17,OK,N
LO416,C1415,A2415,38113.62,INACTIVE,SAVINGS,2020-05-20,B14,OK,Y
LO417,C1416,A2416,11373.79,INACTIVE,LOAN,2021-01-08,B17,OK,Y
LO418,C1417,A2417,41020.29,ACTIVE,SAVINGS,2024-10-25,B12,OK,N
LO419,C1418,A2418,5569.86,ACTIVE,LOAN,2025-03-25,B1,OK,N
LO420,C1419,A2419,8282.44,INACTIVE,SAVINGS,2023-03-12,B9,OK,N
LO421,C1420,A2420,22679.57,INACTIVE,CURRENT,2020-06-01,B16,OK,N
LO422,C1421,A2421,24210.19,INACTIVE,CURRENT,2022-09-26,B12,OK,Y
LO423,C1422,A2422,17206.23,ACTIVE,LOAN,2024-07-23,B5,OK,Y
LO424,C1423,A2423,45448.76,INACTIVE,CURRENT,2022-04-21,B11,OK,N
LO425,C1424,A2424,34255.22,PENDING,LOAN,2021-07-07,B4,OK,N
LO426,C1425,A2425,11271.6,PENDING,SAVINGS,2022-08-28,B5,,Y
LO427,C1426,A2426,28044.56,PENDING,LOAN,2021-12-24,B8,OK,N
LO428,C1427,A2427,4606.56,ACTIVE,CURRENT,2022-01-22,B15,OK,Y
LO429,C1428,A2428,19815.81,INACTIVE,CURRENT,2020-01-06,B11,OK,Y
LO430,C1429,A2429,37559.95,PENDING,CURRENT,2021-08-16,B7,OK,N
LO431,C1430,A2430,35035.99,INACTIVE,LOAN,2024-11-09,B16,OK,N
LO432,C1431,A2431,49721.36,PENDING,CURRENT,2024-02-05,B15,OK,Y
LO433,C1432,A2432,38739.04,ACTIVE,CURRENT,2022-02-22,B2,OK,Y
LO434,C1433,A2433,27872.91,ACTIVE,CURRENT,2022-03-04,B12,OK,Y
LO435,C1434,A2434,33551.32,PENDING,SAVINGS,2021-04-14,B17,OK,N
LO436,C1435,A2435,39067.95,PENDING,CURRENT,2025-06-19,B11,OK,N
LO437,C1436,A2436,2915.49,INACTIVE,CURRENT,2022-07-18,B13,OK,N
LO438,C1437,A2437,38586.91,PENDING,LOAN,2025-06-14,B9,OK,Y
LO439,C1438,A2438,26366.18,PENDING,SAVINGS,2021-06-06,B2,OK,N
LO440,C1439,A2439,34012.21,INACTIVE,CURRENT,2021-07-24,B13,OK,N
LO441,C1440,A2440,,ACTIVE,LOAN,2025-04-15,B17,OK,Y
LO442,C1441,A2441,39468.68,PENDING,CURRENT,2021-06-17,B1,OK,N
LO443,C1442,A2442,27965.46,INACTIVE,SAVINGS,2021-10-15,B2,OK,Y
LO444,C1443,A2443,49739.33,INACTIVE,CURRENT,2021-04-14,B16,OK,Y
LO445,C1444,A2444,38714.06,PENDING,CURRENT,2020-12-12,B19,OK,N
LO446,C1445,A2445,5424.64,INACTIVE,SAVINGS,2021-03-09,B2,OK,Y
LO447,C1446,A2446,6671.7,ACTIVE,LOAN,2021-11-03,B20,OK,Y
LO448,C1447,A2447,23328.1,INACTIVE,SAVINGS,2024-05-18,B15,OK,Y
LO449,C1448,A2448,18626.1,PENDING,CURRENT,2023-07-07,B16,OK,N
LO450,C1449,A2449,47762.69,INACTIVE,LOAN,2020-06-14,B2,OK,N
LO451,C1450,A2450,32403.17,INACTIVE,CURRENT,2024-08-29,B14,,Y
LO452,C1451,A2451,17474.9,ACTIVE,CURRENT,2021-05-26,B7,OK,Y
LO453,C1452,A2452,36978.18,INACTIVE,CURRENT,2024-02-16,B17,OK,N
LO454,C1453,A2453,32589.0,PENDING,SAVINGS,2020-10-04,B2,OK,Y
LO455,C1454,A2454,42754.5,PENDING,SAVINGS,2023-04-30,B13,OK,N
LO456,C1455,A2455,17351.41,INACTIVE,LOAN,2022-01-22,B2,OK,Y
LO457,C1456,A2456,6140.88,PENDING,LOAN,2020-05-20,B5,OK,Y
LO458,C1457,A2457,47979.28,ACTIVE,SAVINGS,2025-05-21,B14,OK,N
LO459,C1458,A2458,29332.97,ACTIVE,LOAN,2022-12-11,B8,OK,Y
LO460,C1459,A2459,49654.91,INACTIVE,LOAN,2022-06-18,B13,OK,Y
LO461,C1460,A2460,2740.76,INACTIVE,SAVINGS,2021-08-14,B8,OK,N
LO462,C1461,A2461,15945.97,INACTIVE,LOAN,2024-10-07,B19,OK,N
LO463,C1462,A2462,3657.93,PENDING,SAVINGS,2024-07-25,B14,OK,Y
LO464,C1463,A2463,29069.7,ACTIVE,LOAN,2021-03-31,B13,OK,Y
LO465,C1464,A2464,16217.71,ACTIVE,LOAN,2022-06-10,B19,OK,Y
LO466,C1465,A2465,25606.02,ACTIVE,CURRENT,2020-05-14,B6,OK,N
LO467,C1466,A2466,28332.29,PENDING,CURRENT,2023-03-12,B11,OK,N
LO468,C1467,A2467,45450.69,PENDING,SAVINGS,2023-02-14,B20,OK,N
LO469,C1468,A2468,47105.21,INACTIVE,SAVINGS,2023-11-26,B9,OK,N
LO470,C1469,A2469,42789.21,PENDING,CURRENT,2024-07-13,B9,OK,Y
LO471,C1470,A2470,10317.45,PENDING,SAVINGS,2024-08-21,B18,OK,Y
LO472,C1471,A2471,11798.24,PENDING,SAVINGS,2024-09-29,B3,OK,N
LO473,C1472,A2472,11543.24,PENDING,CURRENT,2021-02-08,B5,OK,Y
LO474,C1473,A2473,48332.24,INACTIVE,SAVINGS,2022-12-13,B19,OK,Y
LO475,C1474,A2474,10552.33,INACTIVE,CURRENT,2020-10-18,B11,OK,Y
LO476,C1475,A2475,2005.52,PENDING,SAVINGS,2022-11-02,B5,,Y
LO477,C1476,A2476,40373.03,PENDING,SAVINGS,2023-05-27,B15,OK,Y
LO478,C1477,A2477,29216.11,INACTIVE,SAVINGS,2021-02-12,B3,OK,N
LO479,C1478,A2478,13681.79,ACTIVE,CURRENT,2022-11-29,B6,OK,N
LO480,C1479,A2479,15410.41,INACTIVE,CURRENT,2020-08-03,B15,OK,N
LO481,C1480,A2480,,INACTIVE,LOAN,2021-03-19,B14,OK,Y
LO482,C1481,A2481,35991.12,INACTIVE,SAVINGS,2024-03-25,B14,OK,N
LO483,C1482,A2482,48247.83,ACTIVE,SAVINGS,2024-10-06,B19,OK,Y
LO484,C1483,A2483,13831.0,INACTIVE,SAVINGS,2020-01-07,B16,OK,N
LO485,C1484,A2484,6103.34,INACTIVE,LOAN,2021-04-28,B18,OK,Y
LO486,C1485,A2485,4842.2,ACTIVE,CURRENT,2025-01-31,B10,OK,Y
LO487,C1486,A2486,42377.27,PENDING,LOAN,2020-04-16,B12,OK,Y
LO488,C1487,A2487,16698.78,INACTIVE,CURRENT,2020-01-18,B15,OK,Y
LO489,C1488,A2488,35003.87,PENDING,LOAN,2023-08-11,B2,OK,N
LO490,C1489,A2489,5431.0,INACTIVE,LOAN,2025-04-16,B17,OK,Y
LO491,C1490,A2490,33105.9,INACTIVE,CURRENT,2022-05-30,B4,OK,Y
LO492,C1491,A2491,15018.32,ACTIVE,CURRENT,2022-07-14,B20,OK,N
LO493,C1492,A2492,36869.41,INACTIVE,CURRENT,2025-02-28,B6,OK,Y
LO494,C1493,A2493,31470.54,PENDING,SAVINGS,2021-03-24,B4,OK,Y
LO495,C1494,A2494,23901.91,ACTIVE,LOAN,2021-04-09,B19,OK,N
LO496,C1495,A2495,48255.33,PENDING,LOAN,2020-04-25,B14,OK,N
LO497,C1496,A2496,18597.25,PENDING,LOAN,2023-03-08,B9,OK,Y
LO498,C1497,A2497,10516.24,INACTIVE,SAVINGS,2022-08-07,B11,OK,Y
LO499,C1498,A2498,6241.16,ACTIVE,LOAN,2025-06-18,B6,OK,Y
LO500,C1499,A2499,42213.19,ACTIVE,LOAN,2022-06-13,B17,OK,Y
