document_id,customer_id,account_id,amount,status,type,date,branch,remarks,flag
DO313,C1312,A2312,23186.12,INACTIVE,LOAN,2023-01-12,B17,OK,Y
DO314,C1313,A2313,13721.41,PENDING,LOAN,2025-02-24,B14,OK,N
DO315,C1314,A2314,19626.71,PENDING,LOAN,2021-10-02,B4,OK,N
DO316,C1315,A2315,42082.25,ACTIVE,SAVINGS,2021-06-21,B6,OK,N
DO317,C1316,A2316,2718.38,INACTIVE,SAVINGS,2021-03-10,B1,OK,Y
DO318,C1317,A2317,41126.32,ACTIVE,CURRENT,2024-06-14,B8,OK,Y
DO319,C1318,A2318,25264.32,ACTIVE,SAVINGS,2023-07-02,B13,OK,Y
DO320,C1319,A2319,8495.75,INACTIVE,CURRENT,2022-03-20,B1,OK,Y
DO321,C1320,A2320,,PENDING,LOAN,2025-04-14,B5,OK,N
DO322,C1321,A2321,27599.65,ACTIVE,CURRENT,2023-10-20,B17,OK,N
DO323,C1322,A2322,42940.1,PENDING,SAVINGS,2024-01-19,B5,OK,Y
DO324,C1323,A2323,23083.8,INACTIVE,LOAN,2021-09-06,B16,OK,Y
DO325,C1324,A2324,32286.3,ACTIVE,LOAN,2023-03-07,B12,OK,N
DO326,C1325,A2325,42355.01,PENDING,SAVINGS,2024-07-09,B17,,N
DO327,C1326,A2326,7555.44,ACTIVE,LOAN,2021-07-28,B8,OK,N
DO328,C1327,A2327,6727.48,ACTIVE,CURRENT,2020-11-28,B10,OK,N
DO329,C1328,A2328,37071.26,INACTIVE,SAVINGS,2020-08-13,B12,OK,N
DO330,C1329,A2329,16179.16,ACTIVE,SAVINGS,2023-02-17,B6,OK,N
DO331,C1330,A2330,9772.44,INACTIVE,CURRENT,2022-12-29,B10,OK,Y
DO332,C1331,A2331,35691.49,INACTIVE,CURRENT,2021-06-15,B18,OK,N
DO333,C1332,A2332,12024.4,PENDING,SAVINGS,2023-11-10,B4,OK,Y
DO334,C1333,A2333,13527.47,INACTIVE,SAVINGS,2025-06-12,B3,OK,Y
DO335,C1334,A2334,2736.09,PENDING,LOAN,2021-06-08,B5,OK,N
DO336,C1335,A2335,31076.01,PENDING,SAVINGS,2021-09-24,B11,OK,N
DO337,C1336,A2336,7364.72,PENDING,CURRENT,2021-11-11,B14,OK,N
DO338,C1337,A2337,23600.99,INACTIVE,CURRENT,2023-10-24,B12,OK,N
DO339,C1338,A2338,36600.73,PENDING,SAVINGS,2024-12-24,B7,OK,N
DO340,C1339,A2339,38693.39,ACTIVE,CURRENT,2023-08-05,B3,OK,Y
DO341,C1340,A2340,20398.5,INACTIVE,LOAN,2023-11-11,B19,OK,N
DO342,C1341,A2341,18510.74,INACTIVE,SAVINGS,2023-11-18,B3,OK,Y
DO343,C1342,A2342,44262.62,PENDING,SAVINGS,2020-06-11,B10,OK,Y
DO344,C1343,A2343,22526.18,PENDING,CURRENT,2022-12-06,B14,OK,N
DO345,C1344,A2344,45624.22,ACTIVE,CURRENT,2024-05-25,B14,OK,Y
DO346,C1345,A2345,640.03,PENDING,SAVINGS,2024-06-26,B3,OK,N
DO347,C1346,A2346,49977.42,ACTIVE,CURRENT,2023-07-09,B5,OK,Y
DO348,C1347,A2347,48356.88,INACTIVE,CURRENT,2023-04-24,B14,OK,Y
DO349,C1348,A2348,28903.48,INACTIVE,CURRENT,2023-10-10,B13,OK,N
DO350,C1349,A2349,14440.21,ACTIVE,CURRENT,2021-03-25,B3,OK,Y
DO351,C1350,A2350,11802.74,PENDING,LOAN,2021-05-22,B8,,N
DO352,C1351,A2351,31757.58,ACTIVE,LOAN,2022-04-15,B13,OK,Y
DO353,C1352,A2352,3448.97,INACTIVE,SAVINGS,2023-05-02,B11,OK,N
DO354,C1353,A2353,5805.38,ACTIVE,LOAN,2022-10-31,B14,OK,N
DO355,C1354,A2354,32937.16,INACTIVE,SAVINGS,2021-04-14,B2,OK,N
DO356,C1355,A2355,45761.72,PENDING,SAVINGS,2022-04-02,B9,OK,N
DO357,C1356,A2356,864.86,PENDING,CURRENT,2023-10-24,B10,OK,Y
DO358,C1357,A2357,43977.35,PENDING,CURRENT,2022-02-11,B7,OK,Y
DO359,C1358,A2358,9106.68,PENDING,SAVINGS,2022-12-26,B11,OK,N
DO360,C1359,A2359,38951.76,PENDING,CURRENT,2022-12-04,B11,OK,Y
DO361,C1360,A2360,,ACTIVE,LOAN,2021-11-30,B18,OK,N
DO362,C1361,A2361,38209.36,INACTIVE,SAVINGS,2023-05-14,B17,OK,N
DO363,C1362,A2362,21107.45,ACTIVE,LOAN,2022-06-21,B6,OK,Y
DO364,C1363,A2363,30603.77,INACTIVE,CURRENT,2023-11-25,B15,OK,N
DO365,C1364,A2364,44616.19,INACTIVE,LOAN,2022-08-30,B20,OK,Y
DO366,C1365,A2365,18968.9,ACTIVE,CURRENT,2024-04-06,B14,OK,Y
DO367,C1366,A2366,46415.01,ACTIVE,CURRENT,2023-04-29,B10,OK,Y
DO368,C1367,A2367,27472.04,ACTIVE,LOAN,2023-04-06,B6,OK,N
DO369,C1368,A2368,7704.05,PENDING,CURRENT,2022-04-04,B6,OK,N
DO370,C1369,A2369,27268.77,ACTIVE,LOAN,2024-01-28,B11,OK,Y
DO371,C1370,A2370,40406.46,ACTIVE,SAVINGS,2020-11-19,B2,OK,Y
DO372,C1371,A2371,16525.56,ACTIVE,SAVINGS,2025-02-21,B16,OK,N
DO373,C1372,A2372,6402.16,INACTIVE,SAVINGS,2023-08-09,B20,OK,Y
DO374,C1373,A2373,20046.86,INACTIVE,CURRENT,2020-08-14,B9,OK,N
DO375,C1374,A2374,19195.33,INACTIVE,SAVINGS,2023-08-28,B4,OK,Y
DO376,C1375,A2375,29634.15,INACTIVE,LOAN,2022-08-10,B3,,Y
DO377,C1376,A2376,26291.16,ACTIVE,CURRENT,2021-02-05,B18,OK,Y
DO378,C1377,A2377,45139.57,INACTIVE,LOAN,2021-06-26,B10,OK,N
DO379,C1378,A2378,41731.93,PENDING,CURRENT,2021-01-02,B5,OK,N
DO380,C1379,A2379,31585.23,ACTIVE,CURRENT,2022-05-09,B5,OK,N
DO381,C1380,A2380,13231.87,INACTIVE,SAVINGS,2025-01-17,B20,OK,N
DO382,C1381,A2381,43331.67,INACTIVE,CURRENT,2021-10-30,B20,OK,Y
DO383,C1382,A2382,28729.01,PENDING,SAVINGS,2024-08-17,B14,OK,Y
DO384,C1383,A2383,10540.62,INACTIVE,LOAN,2020-09-30,B7,OK,N
DO385,C1384,A2384,24487.95,INACTIVE,LOAN,2025-01-29,B1,OK,Y
DO386,C1385,A2385,7393.26,PENDING,SAVINGS,2021-09-30,B12,OK,Y
DO387,C1386,A2386,19153.63,INACTIVE,LOAN,2021-08-16,B9,OK,N
DO388,C1387,A2387,8303.82,PENDING,LOAN,2022-10-17,B17,OK,N
DO389,C1388,A2388,29875.66,PENDING,SAVINGS,2025-03-15,B14,OK,N
DO390,C1389,A2389,22807.21,PENDING,SAVINGS,2023-10-22,B11,OK,N
DO391,C1390,A2390,37291.3,INACTIVE,CURRENT,2024-10-20,B17,OK,Y
DO392,C1391,A2391,13633.62,INACTIVE,CURRENT,2020-10-19,B8,OK,N
DO393,C1392,A2392,28195.12,INACTIVE,SAVINGS,2025-01-13,B2,OK,N
DO394,C1393,A2393,29428.99,PENDING,CURRENT,2023-03-14,B10,OK,N
DO395,C1394,A2394,17667.1,PENDING,LOAN,2024-01-02,B9,OK,N
DO396,C1395,A2395,36258.79,INACTIVE,LOAN,2020-05-22,B5,OK,N
DO397,C1396,A2396,44526.36,ACTIVE,LOAN,2022-02-04,B8,OK,N
DO398,C1397,A2397,19679.05,ACTIVE,CURRENT,2024-06-03,B15,OK,N
DO399,C1398,A2398,35579.91,PENDING,CURRENT,2020-07-03,B5,OK,N
DO400,C1399,A2399,31872.83,ACTIVE,CURRENT,2020-09-19,B17,OK,N
DO401,C1400,A2400,,INACTIVE,SAVINGS,2020-08-05,B10,,N
DO402,C1401,A2401,21701.31,ACTIVE,LOAN,2023-02-12,B2,OK,N
DO403,C1402,A2402,45708.13,ACTIVE,LOAN,2023-06-14,B12,OK,N
DO404,C1403,A2403,29957.69,PENDING,CURRENT,2021-08-24,B4,OK,N
DO405,C1404,A2404,16313.43,PENDING,CURRENT,2024-08-01,B11,OK,Y
DO406,C1405,A2405,27942.47,INACTIVE,CURRENT,2023-03-28,B5,OK,N
DO407,C1406,A2406,44272.69,PENDING,LOAN,2020-11-26,B2,OK,Y
DO408,C1407,A2407,37703.83,ACTIVE,CURRENT,2022-03-24,B17,OK,N
DO409,C1408,A2408,28886.58,ACTIVE,LOAN,2024-03-10,B9,OK,Y
DO410,C1409,A2409,30671.32,INACTIVE,SAVINGS,2023-11-06,B11,OK,N
DO411,C1410,A2410,10916.58,ACTIVE,LOAN,2023-05-19,B10,OK,Y
DO412,C1411,A2411,8679.24,INACTIVE,SAVINGS,2024-02-19,B12,OK,N
DO413,C1412,A2412,10019.91,ACTIVE,CURRENT,2021-03-31,B18,OK,N
DO414,C1413,A2413,14056.68,ACTIVE,LOAN,2024-04-17,B17,OK,N
DO415,C1414,A2414,48738.15,INACTIVE,CURRENT,2023-01-20,B10,OK,Y
DO416,C1415,A2415,10549.8,INACTIVE,LOAN,2024-11-30,B12,OK,N
DO417,C1416,A2416,43451.11,INACTIVE,SAVINGS,2021-09-07,B1,OK,N
DO418,C1417,A2417,33378.96,ACTIVE,SAVINGS,2024-07-03,B8,OK,Y
DO419,C1418,A2418,33569.47,ACTIVE,SAVINGS,2024-09-23,B12,OK,Y
DO420,C1419,A2419,41458.07,ACTIVE,LOAN,2025-04-09,B17,OK,Y
DO421,C1420,A2420,45062.18,ACTIVE,LOAN,2024-07-08,B18,OK,Y
DO422,C1421,A2421,43872.25,PENDING,CURRENT,2024-04-15,B1,OK,N
DO423,C1422,A2422,43881.0,ACTIVE,LOAN,2025-03-05,B15,OK,Y
DO424,C1423,A2423,14649.92,PENDING,CURRENT,2022-01-01,B6,OK,Y
DO425,C1424,A2424,18012.23,INACTIVE,LOAN,2023-06-27,B14,OK,N
DO426,C1425,A2425,33901.08,INACTIVE,SAVINGS,2022-05-17,B3,,N
DO427,C1426,A2426,11638.43,PENDING,SAVINGS,2023-10-17,B8,OK,Y
DO428,C1427,A2427,23252.15,PENDING,LOAN,2022-09-13,B14,OK,Y
DO429,C1428,A2428,14151.67,PENDING,SAVINGS,2022-03-14,B3,OK,Y
DO430,C1429,A2429,41792.5,ACTIVE,CURRENT,2023-08-02,B9,OK,Y
DO431,C1430,A2430,34334.15,INACTIVE,CURRENT,2020-08-07,B6,OK,Y
DO432,C1431,A2431,3312.79,INACTIVE,CURRENT,2023-12-09,B19,OK,N
DO433,C1432,A2432,19707.97,ACTIVE,CURRENT,2024-09-12,B4,OK,Y
DO434,C1433,A2433,32394.72,INACTIVE,CURRENT,2021-06-27,B16,OK,N
DO435,C1434,A2434,29920.11,PENDING,LOAN,2023-08-01,B2,OK,N
DO436,C1435,A2435,5004.24,INACTIVE,LOAN,2021-08-13,B7,OK,Y
DO437,C1436,A2436,4749.17,PENDING,CURRENT,2021-11-22,B5,OK,N
DO438,C1437,A2437,16189.29,ACTIVE,LOAN,2021-03-24,B13,OK,Y
DO439,C1438,A2438,39969.58,PENDING,LOAN,2022-08-29,B9,OK,N
DO440,C1439,A2439,8834.76,PENDING,SAVINGS,2022-02-21,B1,OK,Y
DO441,C1440,A2440,,INACTIVE,CURRENT,2020-06-11,B11,OK,N
DO442,C1441,A2441,3840.25,INACTIVE,LOAN,2024-06-15,B9,OK,Y
DO443,C1442,A2442,36545.99,ACTIVE,LOAN,2025-02-17,B1,OK,N
DO444,C1443,A2443,15029.43,ACTIVE,SAVINGS,2025-05-20,B2,OK,Y
DO445,C1444,A2444,49794.37,ACTIVE,CURRENT,2020-10-30,B5,OK,Y
DO446,C1445,A2445,27167.13,INACTIVE,SAVINGS,2024-08-14,B11,OK,Y
DO447,C1446,A2446,47201.73,INACTIVE,SAVINGS,2024-05-19,B18,OK,N
DO448,C1447,A2447,14285.52,PENDING,SAVINGS,2022-11-14,B7,OK,Y
DO449,C1448,A2448,23671.97,PENDING,LOAN,2025-05-19,B2,OK,Y
DO450,C1449,A2449,22632.94,PENDING,SAVINGS,2021-11-30,B11,OK,N
DO451,C1450,A2450,9984.62,INACTIVE,LOAN,2020-04-30,B4,,Y
DO452,C1451,A2451,40349.09,ACTIVE,SAVINGS,2020-08-23,B2,OK,N
DO453,C1452,A2452,3799.43,ACTIVE,CURRENT,2020-01-26,B8,OK,Y
DO454,C1453,A2453,38517.63,ACTIVE,CURRENT,2020-09-05,B2,OK,Y
DO455,C1454,A2454,45893.99,INACTIVE,SAVINGS,2024-09-03,B14,OK,Y
DO456,C1455,A2455,25722.41,ACTIVE,SAVINGS,2023-05-31,B4,OK,N
DO457,C1456,A2456,49712.86,ACTIVE,LOAN,2024-08-09,B20,OK,N
DO458,C1457,A2457,45033.09,INACTIVE,LOAN,2024-12-22,B1,OK,Y
DO459,C1458,A2458,211.38,PENDING,SAVINGS,2023-12-12,B14,OK,Y
DO460,C1459,A2459,28287.58,ACTIVE,CURRENT,2020-01-27,B7,OK,N
DO461,C1460,A2460,15142.0,PENDING,SAVINGS,2021-08-01,B20,OK,Y
DO462,C1461,A2461,11341.41,ACTIVE,CURRENT,2021-10-23,B3,OK,N
DO463,C1462,A2462,17667.74,INACTIVE,SAVINGS,2020-01-05,B13,OK,N
DO464,C1463,A2463,22993.13,ACTIVE,LOAN,2024-12-23,B8,OK,N
DO465,C1464,A2464,19737.06,PENDING,LOAN,2024-09-09,B17,OK,Y
DO466,C1465,A2465,21294.51,ACTIVE,SAVINGS,2021-05-06,B2,OK,N
DO467,C1466,A2466,29334.28,INACTIVE,SAVINGS,2023-03-07,B16,OK,N
DO468,C1467,A2467,21249.79,ACTIVE,LOAN,2024-08-24,B6,OK,N
DO469,C1468,A2468,1424.61,ACTIVE,SAVINGS,2020-01-31,B14,OK,N
DO470,C1469,A2469,10773.36,INACTIVE,SAVINGS,2020-04-17,B8,OK,Y
DO471,C1470,A2470,42007.15,INACTIVE,LOAN,2020-09-04,B2,OK,Y
DO472,C1471,A2471,38066.39,PENDING,CURRENT,2020-11-29,B15,OK,Y
DO473,C1472,A2472,4428.87,ACTIVE,LOAN,2023-02-06,B1,OK,Y
DO474,C1473,A2473,32746.71,INACTIVE,CURRENT,2024-09-06,B11,OK,N
DO475,C1474,A2474,24207.41,INACTIVE,SAVINGS,2024-11-21,B11,OK,N
DO476,C1475,A2475,17829.23,PENDING,CURRENT,2023-09-29,B13,,Y
DO477,C1476,A2476,46159.57,ACTIVE,CURRENT,2024-10-18,B10,OK,N
DO478,C1477,A2477,31025.61,PENDING,CURRENT,2024-09-18,B12,OK,Y
DO479,C1478,A2478,17859.54,INACTIVE,LOAN,2021-06-03,B13,OK,Y
DO480,C1479,A2479,49734.22,PENDING,SAVINGS,2021-03-07,B10,OK,Y
DO481,C1480,A2480,,INACTIVE,LOAN,2020-11-02,B20,OK,Y
DO482,C1481,A2481,49860.04,ACTIVE,LOAN,2022-10-16,B8,OK,Y
DO483,C1482,A2482,39901.23,INACTIVE,CURRENT,2023-01-01,B2,OK,Y
DO484,C1483,A2483,28052.06,PENDING,LOAN,2022-06-15,B20,OK,N
DO485,C1484,A2484,46893.87,INACTIVE,SAVINGS,2022-05-27,B16,OK,N
DO486,C1485,A2485,11042.71,PENDING,LOAN,2022-03-01,B7,OK,N
DO487,C1486,A2486,23679.82,ACTIVE,SAVINGS,2020-08-31,B8,OK,Y
DO488,C1487,A2487,13661.17,INACTIVE,CURRENT,2021-11-01,B12,OK,Y
DO489,C1488,A2488,22113.88,INACTIVE,LOAN,2021-06-07,B11,OK,N
DO490,C1489,A2489,15304.74,INACTIVE,LOAN,2021-08-09,B15,OK,Y
DO491,C1490,A2490,16524.64,INACTIVE,SAVINGS,2021-12-17,B16,OK,Y
DO492,C1491,A2491,26690.92,ACTIVE,SAVINGS,2021-12-18,B10,OK,Y
DO493,C1492,A2492,28660.95,ACTIVE,CURRENT,2022-07-11,B9,OK,Y
DO494,C1493,A2493,36327.05,INACTIVE,SAVINGS,2024-04-09,B9,OK,N
DO495,C1494,A2494,11798.53,PENDING,SAVINGS,2021-12-28,B9,OK,N
DO496,C1495,A2495,35065.72,ACTIVE,LOAN,2025-02-18,B20,OK,Y
DO497,C1496,A2496,33809.4,PENDING,CURRENT,2021-10-27,B5,OK,Y
DO498,C1497,A2497,39333.34,PENDING,LOAN,2020-07-17,B3,OK,N
DO499,C1498,A2498,41383.07,ACTIVE,CURRENT,2022-07-21,B20,OK,Y
DO500,C1499,A2499,24610.22,ACTIVE,LOAN,2024-10-04,B2,OK,N
