transaction_id,customer_id,account_id,amount,status,type,date,branch,remarks,flag
TR312,C1311,A2311,21896.37,PENDING,SAVINGS,2022-11-21,B9,OK,N
TR313,C1312,A2312,40285.2,INACTIVE,LOAN,2020-11-05,B4,OK,Y
TR314,C1313,A2313,3894.08,INACTIVE,SAVINGS,2021-01-08,B8,OK,N
TR315,C1314,A2314,40752.24,ACTIVE,SAVINGS,2025-03-28,B20,OK,Y
TR316,C1315,A2315,325.88,PENDING,SAVINGS,2020-01-26,B15,OK,Y
TR317,C1316,A2316,30718.14,INACTIVE,SAVINGS,2024-10-04,B11,OK,N
TR318,C1317,A2317,30907.58,ACTIVE,LOAN,2023-06-15,B7,OK,N
TR319,C1318,A2318,417.9,INACTIVE,LOAN,2021-01-30,B6,OK,Y
TR320,C1319,A2319,25054.22,INACTIVE,SAVINGS,2024-12-10,B3,OK,Y
TR321,C1320,A2320,,ACTIVE,LOAN,2024-01-22,B5,OK,Y
TR322,C1321,A2321,39479.44,PENDING,LOAN,2022-01-09,B17,OK,Y
TR323,C1322,A2322,28595.52,ACTIVE,CURRENT,2020-03-06,B4,OK,Y
TR324,C1323,A2323,20559.26,PENDING,CURRENT,2022-10-31,B8,OK,Y
TR325,C1324,A2324,2822.02,ACTIVE,LOAN,2023-09-23,B6,OK,N
TR326,C1325,A2325,40877.23,ACTIVE,CURRENT,2021-12-10,B20,,Y
TR327,C1326,A2326,14766.77,ACTIVE,SAVINGS,2023-01-22,B2,OK,N
TR328,C1327,A2327,15300.06,ACTIVE,LOAN,2020-09-14,B14,OK,N
TR329,C1328,A2328,27251.1,PENDING,SAVINGS,2024-05-11,B18,OK,Y
TR330,C1329,A2329,1442.61,INACTIVE,SAVINGS,2021-02-23,B13,OK,Y
TR331,C1330,A2330,41071.06,PENDING,LOAN,2024-06-21,B13,OK,N
TR332,C1331,A2331,26944.14,ACTIVE,CURRENT,2020-08-07,B7,OK,Y
TR333,C1332,A2332,31780.75,PENDING,LOAN,2024-11-29,B9,OK,Y
TR334,C1333,A2333,3373.65,PENDING,LOAN,2022-03-02,B1,OK,Y
TR335,C1334,A2334,25263.5,INACTIVE,LOAN,2023-03-04,B7,OK,N
TR336,C1335,A2335,27953.72,INACTIVE,SAVINGS,2022-02-17,B17,OK,N
TR337,C1336,A2336,20106.29,PENDING,SAVINGS,2021-08-15,B12,OK,Y
TR338,C1337,A2337,36361.51,INACTIVE,LOAN,2022-08-20,B16,OK,Y
TR339,C1338,A2338,38354.65,PENDING,SAVINGS,2020-08-29,B11,OK,N
TR340,C1339,A2339,48947.55,INACTIVE,LOAN,2024-07-21,B8,OK,Y
TR341,C1340,A2340,43075.67,INACTIVE,LOAN,2021-06-29,B18,OK,N
TR342,C1341,A2341,48341.44,PENDING,LOAN,2022-01-06,B14,OK,N
TR343,C1342,A2342,22565.02,INACTIVE,SAVINGS,2020-07-20,B6,OK,N
TR344,C1343,A2343,31047.4,INACTIVE,SAVINGS,2020-07-28,B3,OK,N
TR345,C1344,A2344,49898.81,INACTIVE,CURRENT,2021-01-26,B16,OK,N
TR346,C1345,A2345,48565.2,INACTIVE,LOAN,2022-11-02,B4,OK,Y
TR347,C1346,A2346,11875.98,INACTIVE,CURRENT,2023-06-10,B9,OK,Y
TR348,C1347,A2347,8114.29,ACTIVE,SAVINGS,2021-03-10,B12,OK,Y
TR349,C1348,A2348,8710.07,INACTIVE,LOAN,2020-08-24,B8,OK,Y
TR350,C1349,A2349,20919.89,ACTIVE,SAVINGS,2024-09-18,B19,OK,Y
TR351,C1350,A2350,30403.92,PENDING,SAVINGS,2020-09-08,B11,,N
TR352,C1351,A2351,10108.54,PENDING,LOAN,2024-06-16,B2,OK,Y
TR353,C1352,A2352,8823.38,PENDING,LOAN,2021-01-25,B7,OK,N
TR354,C1353,A2353,5547.52,PENDING,LOAN,2025-02-11,B9,OK,Y
TR355,C1354,A2354,140.91,PENDING,LOAN,2024-01-06,B17,OK,N
TR356,C1355,A2355,19144.43,INACTIVE,CURRENT,2020-05-10,B11,OK,N
TR357,C1356,A2356,6749.28,INACTIVE,LOAN,2022-06-22,B6,OK,N
TR358,C1357,A2357,9583.87,INACTIVE,SAVINGS,2024-04-21,B15,OK,Y
TR359,C1358,A2358,27917.33,INACTIVE,CURRENT,2024-10-28,B14,OK,N
TR360,C1359,A2359,37140.03,INACTIVE,SAVINGS,2022-01-01,B5,OK,Y
TR361,C1360,A2360,,PENDING,LOAN,2020-08-01,B14,OK,Y
TR362,C1361,A2361,13107.26,PENDING,LOAN,2025-02-03,B8,OK,Y
TR363,C1362,A2362,33238.99,PENDING,LOAN,2020-05-19,B11,OK,Y
TR364,C1363,A2363,36987.86,INACTIVE,CURRENT,2024-10-28,B2,OK,Y
TR365,C1364,A2364,30208.21,ACTIVE,SAVINGS,2024-02-29,B12,OK,Y
TR366,C1365,A2365,8460.31,ACTIVE,SAVINGS,2021-01-19,B20,OK,Y
TR367,C1366,A2366,25267.0,PENDING,LOAN,2023-07-09,B17,OK,Y
TR368,C1367,A2367,33970.26,INACTIVE,LOAN,2020-05-02,B18,OK,Y
TR369,C1368,A2368,26106.42,ACTIVE,LOAN,2020-08-09,B11,OK,N
TR370,C1369,A2369,8839.2,PENDING,LOAN,2022-03-02,B10,OK,N
TR371,C1370,A2370,1547.85,INACTIVE,CURRENT,2022-03-01,B15,OK,N
TR372,C1371,A2371,23677.93,PENDING,LOAN,2020-12-01,B14,OK,Y
TR373,C1372,A2372,33796.01,PENDING,CURRENT,2021-06-14,B19,OK,Y
TR374,C1373,A2373,1563.83,ACTIVE,CURRENT,2021-02-06,B13,OK,N
TR375,C1374,A2374,8931.79,PENDING,SAVINGS,2024-09-07,B20,OK,Y
TR376,C1375,A2375,20564.39,PENDING,LOAN,2023-08-12,B1,,Y
TR377,C1376,A2376,2330.41,PENDING,CURRENT,2020-05-30,B17,OK,N
TR378,C1377,A2377,301.33,ACTIVE,SAVINGS,2023-11-10,B13,OK,N
TR379,C1378,A2378,10416.32,PENDING,CURRENT,2025-01-05,B11,OK,Y
TR380,C1379,A2379,29931.62,ACTIVE,CURRENT,2025-04-26,B12,OK,Y
TR381,C1380,A2380,32297.04,PENDING,CURRENT,2022-06-10,B10,OK,Y
TR382,C1381,A2381,37485.32,PENDING,LOAN,2020-10-01,B1,OK,Y
TR383,C1382,A2382,21793.95,ACTIVE,CURRENT,2020-07-15,B1,OK,N
TR384,C1383,A2383,7974.24,INACTIVE,LOAN,2024-02-14,B15,OK,Y
TR385,C1384,A2384,40324.24,PENDING,CURRENT,2021-01-28,B10,OK,N
TR386,C1385,A2385,5753.86,PENDING,SAVINGS,2023-02-24,B4,OK,N
TR387,C1386,A2386,2577.37,PENDING,CURRENT,2021-12-29,B18,OK,Y
TR388,C1387,A2387,5293.49,INACTIVE,SAVINGS,2023-03-30,B11,OK,N
TR389,C1388,A2388,6266.05,INACTIVE,CURRENT,2020-04-07,B5,OK,N
TR390,C1389,A2389,26578.52,ACTIVE,LOAN,2020-09-07,B3,OK,N
TR391,C1390,A2390,21530.3,ACTIVE,CURRENT,2021-12-29,B18,OK,Y
TR392,C1391,A2391,35053.02,INACTIVE,CURRENT,2024-01-09,B20,OK,N
TR393,C1392,A2392,46363.28,INACTIVE,CURRENT,2021-05-10,B7,OK,Y
TR394,C1393,A2393,6611.9,INACTIVE,LOAN,2020-01-29,B15,OK,N
TR395,C1394,A2394,48171.44,ACTIVE,SAVINGS,2021-08-15,B18,OK,N
TR396,C1395,A2395,7276.05,ACTIVE,LOAN,2020-07-03,B6,OK,Y
TR397,C1396,A2396,20371.38,ACTIVE,CURRENT,2024-07-14,B9,OK,N
TR398,C1397,A2397,38689.86,ACTIVE,LOAN,2021-04-20,B14,OK,N
TR399,C1398,A2398,37216.54,ACTIVE,LOAN,2024-01-27,B8,OK,Y
TR400,C1399,A2399,31609.18,ACTIVE,SAVINGS,2021-04-07,B20,OK,Y
TR401,C1400,A2400,,INACTIVE,LOAN,2020-01-10,B17,,Y
TR402,C1401,A2401,8714.65,PENDING,SAVINGS,2024-06-30,B18,OK,N
TR403,C1402,A2402,36250.24,INACTIVE,LOAN,2020-10-27,B12,OK,N
TR404,C1403,A2403,42727.88,PENDING,LOAN,2022-10-11,B18,OK,N
TR405,C1404,A2404,6109.22,PENDING,CURRENT,2020-02-18,B10,OK,Y
TR406,C1405,A2405,14314.63,ACTIVE,CURRENT,2021-12-30,B4,OK,N
TR407,C1406,A2406,13739.13,PENDING,SAVINGS,2020-04-23,B18,OK,N
TR408,C1407,A2407,16939.92,INACTIVE,SAVINGS,2024-04-21,B9,OK,N
TR409,C1408,A2408,13224.11,ACTIVE,SAVINGS,2022-04-16,B13,OK,N
TR410,C1409,A2409,8115.65,PENDING,CURRENT,2022-07-27,B14,OK,Y
TR411,C1410,A2410,22834.48,PENDING,LOAN,2020-06-16,B17,OK,N
TR412,C1411,A2411,19001.83,ACTIVE,LOAN,2020-09-29,B2,OK,Y
TR413,C1412,A2412,22846.25,INACTIVE,CURRENT,2024-10-04,B4,OK,N
TR414,C1413,A2413,42692.86,ACTIVE,CURRENT,2021-09-26,B1,OK,N
TR415,C1414,A2414,21734.47,INACTIVE,LOAN,2021-11-28,B3,OK,Y
TR416,C1415,A2415,13442.49,INACTIVE,LOAN,2025-04-28,B5,OK,Y
TR417,C1416,A2416,41395.79,INACTIVE,LOAN,2022-02-27,B1,OK,Y
TR418,C1417,A2417,27258.76,PENDING,SAVINGS,2021-03-30,B4,OK,Y
TR419,C1418,A2418,42505.46,ACTIVE,LOAN,2023-07-12,B8,OK,Y
TR420,C1419,A2419,20706.08,PENDING,CURRENT,2020-10-22,B1,OK,N
TR421,C1420,A2420,31682.11,PENDING,SAVINGS,2024-10-17,B2,OK,Y
TR422,C1421,A2421,35580.85,ACTIVE,SAVINGS,2021-01-19,B12,OK,Y
TR423,C1422,A2422,18832.48,PENDING,SAVINGS,2023-10-24,B11,OK,N
TR424,C1423,A2423,14559.15,PENDING,CURRENT,2021-09-24,B9,OK,N
TR425,C1424,A2424,11423.95,ACTIVE,LOAN,2025-04-26,B13,OK,Y
TR426,C1425,A2425,18007.47,INACTIVE,CURRENT,2023-05-07,B17,,N
TR427,C1426,A2426,45089.02,PENDING,SAVINGS,2020-07-04,B14,OK,N
TR428,C1427,A2427,41357.45,INACTIVE,LOAN,2021-05-08,B10,OK,N
TR429,C1428,A2428,19319.17,PENDING,CURRENT,2020-12-07,B5,OK,Y
TR430,C1429,A2429,45177.66,PENDING,SAVINGS,2023-09-09,B8,OK,N
TR431,C1430,A2430,21736.28,INACTIVE,LOAN,2023-07-10,B20,OK,N
TR432,C1431,A2431,46464.35,INACTIVE,CURRENT,2020-04-25,B15,OK,N
TR433,C1432,A2432,22.69,ACTIVE,CURRENT,2023-06-16,B17,OK,Y
TR434,C1433,A2433,32158.82,ACTIVE,SAVINGS,2022-01-13,B15,OK,N
TR435,C1434,A2434,33135.82,INACTIVE,SAVINGS,2021-07-22,B4,OK,Y
TR436,C1435,A2435,40391.36,INACTIVE,CURRENT,2023-01-26,B8,OK,N
TR437,C1436,A2436,1896.82,ACTIVE,SAVINGS,2022-10-14,B15,OK,Y
TR438,C1437,A2437,20314.66,PENDING,LOAN,2020-11-03,B3,OK,N
TR439,C1438,A2438,569.23,PENDING,CURRENT,2021-05-11,B20,OK,Y
TR440,C1439,A2439,10804.79,ACTIVE,LOAN,2023-04-04,B13,OK,Y
TR441,C1440,A2440,,PENDING,LOAN,2020-11-01,B6,OK,N
TR442,C1441,A2441,33663.0,ACTIVE,CURRENT,2020-03-01,B16,OK,N
TR443,C1442,A2442,4611.81,PENDING,LOAN,2022-07-06,B5,OK,N
TR444,C1443,A2443,47233.73,INACTIVE,SAVINGS,2020-03-18,B17,OK,Y
TR445,C1444,A2444,9223.0,PENDING,LOAN,2021-07-31,B17,OK,Y
TR446,C1445,A2445,38003.79,INACTIVE,SAVINGS,2020-03-14,B19,OK,Y
TR447,C1446,A2446,23930.13,INACTIVE,SAVINGS,2023-02-10,B3,OK,N
TR448,C1447,A2447,6641.0,ACTIVE,SAVINGS,2021-11-19,B19,OK,N
TR449,C1448,A2448,40500.09,PENDING,LOAN,2023-10-02,B1,OK,Y
TR450,C1449,A2449,36617.24,PENDING,LOAN,2024-09-19,B6,OK,Y
TR451,C1450,A2450,37365.1,PENDING,CURRENT,2025-01-07,B20,,N
TR452,C1451,A2451,27943.95,ACTIVE,LOAN,2020-01-24,B16,OK,Y
TR453,C1452,A2452,45159.35,PENDING,LOAN,2024-10-18,B12,OK,N
TR454,C1453,A2453,24980.98,INACTIVE,CURRENT,2024-10-04,B14,OK,Y
TR455,C1454,A2454,33955.7,ACTIVE,SAVINGS,2024-07-11,B11,OK,Y
TR456,C1455,A2455,1892.14,PENDING,LOAN,2023-12-25,B2,OK,N
TR457,C1456,A2456,11078.27,PENDING,CURRENT,2022-02-10,B2,OK,Y
TR458,C1457,A2457,21634.47,PENDING,LOAN,2024-03-16,B9,OK,N
TR459,C1458,A2458,34911.47,ACTIVE,CURRENT,2024-10-09,B6,OK,N
TR460,C1459,A2459,19426.39,ACTIVE,LOAN,2020-12-24,B14,OK,N
TR461,C1460,A2460,44776.43,ACTIVE,SAVINGS,2022-10-21,B6,OK,Y
TR462,C1461,A2461,33341.27,ACTIVE,LOAN,2020-06-14,B20,OK,Y
TR463,C1462,A2462,4480.19,INACTIVE,CURRENT,2020-05-04,B13,OK,N
TR464,C1463,A2463,41205.95,PENDING,SAVINGS,2022-07-14,B4,OK,Y
TR465,C1464,A2464,10604.64,ACTIVE,SAVINGS,2020-12-24,B14,OK,N
TR466,C1465,A2465,21989.19,ACTIVE,LOAN,2021-01-27,B14,OK,Y
TR467,C1466,A2466,19065.13,INACTIVE,CURRENT,2020-06-25,B17,OK,N
TR468,C1467,A2467,26485.93,PENDING,LOAN,2020-01-16,B7,OK,N
TR469,C1468,A2468,17846.06,ACTIVE,SAVINGS,2021-05-18,B14,OK,N
TR470,C1469,A2469,18461.73,PENDING,LOAN,2024-08-06,B15,OK,N
TR471,C1470,A2470,45048.6,PENDING,LOAN,2020-08-14,B18,OK,Y
TR472,C1471,A2471,43893.59,ACTIVE,CURRENT,2020-06-07,B14,OK,N
TR473,C1472,A2472,35224.71,ACTIVE,SAVINGS,2021-09-29,B4,OK,N
TR474,C1473,A2473,28218.32,ACTIVE,CURRENT,2022-01-09,B17,OK,Y
TR475,C1474,A2474,39087.85,ACTIVE,CURRENT,2022-09-06,B6,OK,Y
TR476,C1475,A2475,28619.59,PENDING,SAVINGS,2021-02-10,B7,,N
TR477,C1476,A2476,49225.12,ACTIVE,LOAN,2022-03-09,B14,OK,N
TR478,C1477,A2477,33353.83,INACTIVE,CURRENT,2022-06-15,B10,OK,N
TR479,C1478,A2478,49644.66,ACTIVE,SAVINGS,2025-04-26,B18,OK,N
TR480,C1479,A2479,27121.03,ACTIVE,LOAN,2022-09-25,B12,OK,N
TR481,C1480,A2480,,PENDING,SAVINGS,2023-09-14,B2,OK,Y
TR482,C1481,A2481,24623.42,PENDING,SAVINGS,2022-03-15,B5,OK,Y
TR483,C1482,A2482,9179.62,ACTIVE,LOAN,2022-03-16,B18,OK,Y
TR484,C1483,A2483,26047.14,INACTIVE,LOAN,2023-04-18,B14,OK,Y
TR485,C1484,A2484,46199.46,PENDING,CURRENT,2021-04-23,B19,OK,N
TR486,C1485,A2485,43169.41,PENDING,SAVINGS,2024-05-22,B10,OK,N
TR487,C1486,A2486,25061.79,INACTIVE,SAVINGS,2021-02-25,B15,OK,Y
TR488,C1487,A2487,39803.4,INACTIVE,SAVINGS,2024-01-19,B3,OK,Y
TR489,C1488,A2488,31862.26,ACTIVE,CURRENT,2020-10-04,B16,OK,N
TR490,C1489,A2489,30816.06,ACTIVE,LOAN,2020-04-18,B14,OK,Y
TR491,C1490,A2490,2644.74,INACTIVE,CURRENT,2020-04-01,B5,OK,Y
TR492,C1491,A2491,10412.63,PENDING,SAVINGS,2025-05-21,B7,OK,Y
TR493,C1492,A2492,954.88,PENDING,SAVINGS,2024-03-16,B13,OK,N
TR494,C1493,A2493,18047.43,ACTIVE,CURRENT,2021-10-22,B18,OK,N
TR495,C1494,A2494,31562.66,INACTIVE,CURRENT,2024-04-17,B6,OK,Y
TR496,C1495,A2495,45913.06,PENDING,SAVINGS,2022-09-25,B4,OK,Y
TR497,C1496,A2496,19500.09,PENDING,CURRENT,2024-08-14,B20,OK,Y
TR498,C1497,A2497,13124.63,INACTIVE,SAVINGS,2024-06-04,B15,OK,Y
TR499,C1498,A2498,2194.54,ACTIVE,LOAN,2024-02-01,B10,OK,N
TR500,C1499,A2499,3184.97,INACTIVE,LOAN,2022-04-02,B2,OK,N
